"","pval","test","pp"
"609",1.00543458863614e-07,"q3",0.6085
"610",1.0975846351503e-07,"q3",0.6095
"611",1.10436196912193e-07,"q3",0.6105
"612",1.14484012057521e-07,"q3",0.6115
"613",1.16084066833292e-07,"q3",0.6125
"614",1.17187573319217e-07,"q3",0.6135
"615",1.19858794553838e-07,"q3",0.6145
"616",1.218495920778e-07,"q3",0.6155
"617",1.27893114360575e-07,"q3",0.6165
"618",1.3130685675834e-07,"q3",0.6175
"619",1.3252019773735e-07,"q3",0.6185
"620",1.38589615400167e-07,"q3",0.6195
"621",1.438210704749e-07,"q3",0.6205
"622",1.4408179198763e-07,"q3",0.6215
"623",1.55979243767392e-07,"q3",0.6225
"624",1.68981925909032e-07,"q3",0.6235
"625",1.72032499542259e-07,"q3",0.6245
"626",1.76233450477461e-07,"q3",0.6255
"627",1.83509476185558e-07,"q3",0.6265
"628",1.99036641572166e-07,"q3",0.6275
"629",1.99806899862041e-07,"q3",0.6285
"630",2.01580311717022e-07,"q3",0.6295
"631",2.05012911347154e-07,"q3",0.6305
"632",2.29580579517638e-07,"q3",0.6315
"633",2.60921060932863e-07,"q3",0.6325
"634",2.67415096357598e-07,"q3",0.6335
"635",2.8797170979755e-07,"q3",0.6345
"636",2.98443766885683e-07,"q3",0.6355
"637",2.99006834026547e-07,"q3",0.6365
"638",3.08957538088776e-07,"q3",0.6375
"639",3.5471768724063e-07,"q3",0.6385
"640",3.6635041651719e-07,"q3",0.6395
"641",3.99147863645368e-07,"q3",0.6405
"642",4.2598449296605e-07,"q3",0.6415
"643",4.4452422801799e-07,"q3",0.6425
"644",4.53386497314706e-07,"q3",0.6435
"645",5.10766920574309e-07,"q3",0.6445
"646",5.44882949563168e-07,"q3",0.6455
"647",5.55201165354019e-07,"q3",0.6465
"648",5.88913596277197e-07,"q3",0.6475
"649",6.53597215215591e-07,"q3",0.6485
"650",6.63784755689351e-07,"q3",0.6495
"651",6.75342503872589e-07,"q3",0.6505
"652",6.84862905400809e-07,"q3",0.6515
"653",7.1492884778311e-07,"q3",0.6525
"654",7.2422069672465e-07,"q3",0.6535
"655",7.28220301738643e-07,"q3",0.6545
"656",7.37045220502322e-07,"q3",0.6555
"657",7.41122931579893e-07,"q3",0.6565
"658",7.6495290805068e-07,"q3",0.6575
"659",8.22981433243498e-07,"q3",0.6585
"660",8.34708174000665e-07,"q3",0.6595
"661",9.2830784655105e-07,"q3",0.6605
"662",9.84442683299175e-07,"q3",0.6615
"663",1.22819626872373e-06,"q3",0.6625
"664",1.27000398865683e-06,"q3",0.6635
"665",1.30745767025126e-06,"q3",0.6645
"666",1.32246725089558e-06,"q3",0.6655
"667",1.37580963646608e-06,"q3",0.6665
"668",1.40837243997394e-06,"q3",0.6675
"669",1.45997068430405e-06,"q3",0.6685
"670",1.48219651280734e-06,"q3",0.6695
"671",1.51262839636687e-06,"q3",0.6705
"672",1.51863462467893e-06,"q3",0.6715
"673",1.5512304352434e-06,"q3",0.6725
"674",1.61122591701221e-06,"q3",0.6735
"675",1.63569619578691e-06,"q3",0.6745
"676",1.65015296436589e-06,"q3",0.6755
"677",1.68388667851133e-06,"q3",0.6765
"678",1.70109536586353e-06,"q3",0.6775
"679",1.72686360314563e-06,"q3",0.6785
"680",1.72879280880201e-06,"q3",0.6795
"681",1.75204841378481e-06,"q3",0.6805
"682",2.0746653565542e-06,"q3",0.6815
"683",2.11291442977621e-06,"q3",0.6825
"684",2.1699632759808e-06,"q3",0.6835
"685",2.20985457588507e-06,"q3",0.6845
"686",2.30403871612748e-06,"q3",0.6855
"687",2.33358061638935e-06,"q3",0.6865
"688",2.35626140327793e-06,"q3",0.6875
"689",2.36025813443355e-06,"q3",0.6885
"690",2.63726935633952e-06,"q3",0.6895
"691",3.24171285861579e-06,"q3",0.6905
"692",3.24766335591543e-06,"q3",0.6915
"693",3.38202007014408e-06,"q3",0.6925
"694",4.00218656723587e-06,"q3",0.6935
"695",4.11597019734658e-06,"q3",0.6945
"696",4.51667601963376e-06,"q3",0.6955
"697",4.59246506786407e-06,"q3",0.6965
"698",4.72945775357431e-06,"q3",0.6975
"699",4.78154245934005e-06,"q3",0.6985
"700",4.8267043096487e-06,"q3",0.6995
"701",4.8521297368853e-06,"q3",0.7005
"702",4.87346378619777e-06,"q3",0.7015
"703",5.54883277790563e-06,"q3",0.7025
"704",5.57695790896401e-06,"q3",0.7035
"705",5.85172896151079e-06,"q3",0.7045
"706",6.21096869818322e-06,"q3",0.7055
"707",6.34954686532827e-06,"q3",0.7065
"708",6.52249465187424e-06,"q3",0.7075
"709",6.62677256932666e-06,"q3",0.7085
"710",6.68304132391906e-06,"q3",0.7095
"711",6.80070280131528e-06,"q3",0.7105
"712",7.5897536102266e-06,"q3",0.7115
"713",7.69340358244328e-06,"q3",0.7125
"714",8.41051602719851e-06,"q3",0.7135
"715",8.7107368229146e-06,"q3",0.7145
"716",9.1187765473781e-06,"q3",0.7155
"717",1.0823603551172e-05,"q3",0.7165
"718",1.12106595254492e-05,"q3",0.7175
"719",1.17866919345061e-05,"q3",0.7185
"720",1.21285459183508e-05,"q3",0.7195
"721",1.2978327355645e-05,"q3",0.7205
"722",1.35422749384777e-05,"q3",0.7215
"723",1.40216657910425e-05,"q3",0.7225
"724",1.42172659015991e-05,"q3",0.7235
"725",1.42726878880747e-05,"q3",0.7245
"726",1.427429752733e-05,"q3",0.7255
"727",1.42909053864641e-05,"q3",0.7265
"728",1.44551906646132e-05,"q3",0.7275
"729",1.50298883505399e-05,"q3",0.7285
"730",1.50867796771203e-05,"q3",0.7295
"731",1.54589749507947e-05,"q3",0.7305
"732",1.5794841086203e-05,"q3",0.7315
"733",1.68143443224405e-05,"q3",0.7325
"734",1.78377579315709e-05,"q3",0.7335
"735",1.93541022650314e-05,"q3",0.7345
"736",2.09653796915425e-05,"q3",0.7355
"737",2.2224169426226e-05,"q3",0.7365
"738",2.23236060681495e-05,"q3",0.7375
"739",2.29239373355752e-05,"q3",0.7385
"740",2.30671884969506e-05,"q3",0.7395
"741",2.34166922180768e-05,"q3",0.7405
"742",2.55601999260369e-05,"q3",0.7415
"743",2.65270067812677e-05,"q3",0.7425
"744",2.69133991963924e-05,"q3",0.7435
"745",2.70015533607858e-05,"q3",0.7445
"746",2.70977534338823e-05,"q3",0.7455
"747",2.85106019463744e-05,"q3",0.7465
"748",3.07188660828947e-05,"q3",0.7475
"749",3.08418634640483e-05,"q3",0.7485
"750",3.09406915672659e-05,"q3",0.7495
"751",3.13285879479707e-05,"q3",0.7505
"752",3.24385526768151e-05,"q3",0.7515
"753",3.31183756131202e-05,"q3",0.7525
"754",3.38258641029453e-05,"q3",0.7535
"755",3.72759352159831e-05,"q3",0.7545
"756",3.86241492502245e-05,"q3",0.7555
"757",4.65718277231167e-05,"q3",0.7565
"758",4.67420526136325e-05,"q3",0.7575
"759",4.67604033365429e-05,"q3",0.7585
"760",4.72935958300223e-05,"q3",0.7595
"761",4.8087216901748e-05,"q3",0.7605
"762",5.34720451647308e-05,"q3",0.7615
"763",5.36513887923891e-05,"q3",0.7625
"764",5.62475761816276e-05,"q3",0.7635
"765",5.74867160698265e-05,"q3",0.7645
"766",5.8277697588852e-05,"q3",0.7655
"767",6.65625117276881e-05,"q3",0.7665
"768",6.80453144964091e-05,"q3",0.7675
"769",7.11204317642522e-05,"q3",0.7685
"770",7.14057386011344e-05,"q3",0.7695
"771",7.1422491143612e-05,"q3",0.7705
"772",7.26404784314328e-05,"q3",0.7715
"773",7.50898372770908e-05,"q3",0.7725
"774",7.72204106669749e-05,"q3",0.7735
"775",7.84556664298173e-05,"q3",0.7745
"776",8.46710236897174e-05,"q3",0.7755
"777",8.67013193133526e-05,"q3",0.7765
"778",8.75762584718847e-05,"q3",0.7775
"779",8.75820450182832e-05,"q3",0.7785
"780",9.73692651150689e-05,"q3",0.7795
"781",0.000104533984683787,"q3",0.7805
"782",0.000105230608859506,"q3",0.7815
"783",0.0001097907792946,"q3",0.7825
"784",0.000111423687366605,"q3",0.7835
"785",0.00011490350726817,"q3",0.7845
"786",0.000117238223798373,"q3",0.7855
"787",0.000135954398607846,"q3",0.7865
"788",0.000139628455869974,"q3",0.7875
"789",0.000161869586205683,"q3",0.7885
"790",0.000161891295368324,"q3",0.7895
"791",0.000173197718424711,"q3",0.7905
"792",0.000174833305040349,"q3",0.7915
"793",0.0001825115858747,"q3",0.7925
"794",0.000186045735224588,"q3",0.7935
"795",0.000188331381844408,"q3",0.7945
"796",0.00018951140373597,"q3",0.7955
"797",0.000195725105612165,"q3",0.7965
"798",0.000199686774578569,"q3",0.7975
"799",0.000200093199704252,"q3",0.7985
"800",0.00020446935016597,"q3",0.7995
"801",0.000208697363239422,"q3",0.8005
"802",0.000214803565085664,"q3",0.8015
"803",0.000215583282207908,"q3",0.8025
"804",0.000224319733829419,"q3",0.8035
"805",0.000241716984618012,"q3",0.8045
"806",0.000255486538717936,"q3",0.8055
"807",0.000260510534048126,"q3",0.8065
"808",0.000308225870091473,"q3",0.8075
"809",0.000309112161253137,"q3",0.8085
"810",0.000325108264032398,"q3",0.8095
"811",0.000327796972689951,"q3",0.8105
"812",0.000349247502557215,"q3",0.8115
"813",0.000349542714875337,"q3",0.8125
"814",0.00035081207311948,"q3",0.8135
"815",0.000352813880720168,"q3",0.8145
"816",0.000389081970011329,"q3",0.8155
"817",0.000420130115662707,"q3",0.8165
"818",0.000501165279773489,"q3",0.8175
"819",0.000511803645562414,"q3",0.8185
"820",0.000547561554457697,"q3",0.8195
"821",0.000562631514760206,"q3",0.8205
"822",0.000566904458936992,"q3",0.8215
"823",0.00057383656373547,"q3",0.8225
"824",0.000578647173246629,"q3",0.8235
"825",0.000605211657264475,"q3",0.8245
"826",0.000615528583980039,"q3",0.8255
"827",0.000615606186451407,"q3",0.8265
"828",0.000640704430160805,"q3",0.8275
"829",0.000667908807688969,"q3",0.8285
"830",0.000671569878593844,"q3",0.8295
"831",0.00070583625929573,"q3",0.8305
"832",0.000763795510108417,"q3",0.8315
"833",0.000779876720362361,"q3",0.8325
"834",0.00083572953727763,"q3",0.8335
"835",0.000932512814738703,"q3",0.8345
"836",0.000946605264363597,"q3",0.8355
"837",0.000952202504285768,"q3",0.8365
"838",0.000964050951759469,"q3",0.8375
"839",0.000979347747288441,"q3",0.8385
"840",0.00101818780119301,"q3",0.8395
"841",0.0010942427108658,"q3",0.8405
"842",0.00111732748649016,"q3",0.8415
"843",0.0011912969010011,"q3",0.8425
"844",0.00119475941380872,"q3",0.8435
"845",0.00120361889034106,"q3",0.8445
"846",0.00120761408143606,"q3",0.8455
"847",0.00127704268532777,"q3",0.8465
"848",0.00128319600634133,"q3",0.8475
"849",0.00130563989884966,"q3",0.8485
"850",0.00130646219022981,"q3",0.8495
"851",0.00131993465217753,"q3",0.8505
"852",0.00138057617391657,"q3",0.8515
"853",0.00159237611852951,"q3",0.8525
"854",0.0016254097120902,"q3",0.8535
"855",0.0016284163747163,"q3",0.8545
"856",0.00173250334703668,"q3",0.8555
"857",0.00176623828602904,"q3",0.8565
"858",0.00203283133181312,"q3",0.8575
"859",0.0020750400934332,"q3",0.8585
"860",0.00220648868944941,"q3",0.8595
"861",0.00223830960172712,"q3",0.8605
"862",0.00242490801248561,"q3",0.8615
"863",0.00245293901652806,"q3",0.8625
"864",0.00250101305318273,"q3",0.8635
"865",0.0025692643264597,"q3",0.8645
"866",0.00276263619700868,"q3",0.8655
"867",0.00283728359329073,"q3",0.8665
"868",0.00307021482126653,"q3",0.8675
"869",0.00319291313597214,"q3",0.8685
"870",0.00324518874939966,"q3",0.8695
"871",0.00325350863224893,"q3",0.8705
"872",0.00334251499626447,"q3",0.8715
"873",0.00334730986647308,"q3",0.8725
"874",0.00335140970366111,"q3",0.8735
"875",0.00339845203003124,"q3",0.8745
"876",0.0034198298983372,"q3",0.8755
"877",0.00342664160309664,"q3",0.8765
"878",0.00362229679296835,"q3",0.8775
"879",0.0037685540330809,"q3",0.8785
"880",0.00386510427241973,"q3",0.8795
"881",0.00395991507284104,"q3",0.8805
"882",0.0040560024606506,"q3",0.8815
"883",0.00463066096707724,"q3",0.8825
"884",0.00495234090690525,"q3",0.8835
"885",0.00525826937762594,"q3",0.8845
"886",0.00542532869146523,"q3",0.8855
"887",0.0055911476998895,"q3",0.8865
"888",0.00575196229297411,"q3",0.8875
"889",0.00619942560732506,"q3",0.8885
"890",0.00629526830786279,"q3",0.8895
"891",0.00693783236768691,"q3",0.8905
"892",0.00696694633187257,"q3",0.8915
"893",0.00726481564524138,"q3",0.8925
"894",0.00739593960568252,"q3",0.8935
"895",0.00777074272746111,"q3",0.8945
"896",0.0079466878771198,"q3",0.8955
"897",0.008555559014101,"q3",0.8965
"898",0.00896687586387984,"q3",0.8975
"899",0.00899876588975947,"q3",0.8985
"900",0.00912513371913496,"q3",0.8995
"901",0.00960124256063791,"q3",0.9005
"902",0.00999701274611304,"q3",0.9015
"903",0.0100977272186298,"q3",0.9025
"904",0.0101487950421411,"q3",0.9035
"905",0.0107166871980683,"q3",0.9045
"906",0.0107455292628003,"q3",0.9055
"907",0.0110673962115972,"q3",0.9065
"908",0.011412477842068,"q3",0.9075
"909",0.0114555130667899,"q3",0.9085
"910",0.0115869052855374,"q3",0.9095
"911",0.0120407403088708,"q3",0.9105
"912",0.0122016858452642,"q3",0.9115
"913",0.0122480286169434,"q3",0.9125
"914",0.0130559153018156,"q3",0.9135
"915",0.0143185534765638,"q3",0.9145
"916",0.0145706785151039,"q3",0.9155
"917",0.0148942664937411,"q3",0.9165
"918",0.0163652117115603,"q3",0.9175
"919",0.0168979430810184,"q3",0.9185
"920",0.0172549491102523,"q3",0.9195
"921",0.0176203666741151,"q3",0.9205
"922",0.0190971715064015,"q3",0.9215
"923",0.0219916807816965,"q3",0.9225
"924",0.0232834535735747,"q3",0.9235
"925",0.0240923395449766,"q3",0.9245
"926",0.0241825104708693,"q3",0.9255
"927",0.0271799459056967,"q3",0.9265
"928",0.0271931218361287,"q3",0.9275
"929",0.0273725894576273,"q3",0.9285
"930",0.0289261124790182,"q3",0.9295
"931",0.0303549665748547,"q3",0.9305
"932",0.0306477972850675,"q3",0.9315
"933",0.0314799888120332,"q3",0.9325
"934",0.032990241804065,"q3",0.9335
"935",0.0337190202104162,"q3",0.9345
"936",0.0337812955696472,"q3",0.9355
"937",0.0338985155701376,"q3",0.9365
"938",0.0388404344939648,"q3",0.9375
"939",0.039396697620455,"q3",0.9385
"940",0.0394248841989085,"q3",0.9395
"941",0.0394474579162717,"q3",0.9405
"942",0.0426626846246745,"q3",0.9415
"943",0.0432261775783466,"q3",0.9425
"944",0.0445629718271141,"q3",0.9435
"945",0.0453115378212166,"q3",0.9445
"946",0.047568717729467,"q3",0.9455
"947",0.0493477042374687,"q3",0.9465
"948",0.0498074340354585,"q3",0.9475
"949",0.0525443058522065,"q3",0.9485
"950",0.0526501391366153,"q3",0.9495
"951",0.0532844267410684,"q3",0.9505
"952",0.0559551771977244,"q3",0.9515
"953",0.0616010415988093,"q3",0.9525
"954",0.066411948071679,"q3",0.9535
"955",0.0664192493871053,"q3",0.9545
"956",0.067547533640358,"q3",0.9555
"957",0.0733567320570658,"q3",0.9565
"958",0.0734254024481989,"q3",0.9575
"959",0.0930342325692079,"q3",0.9585
"960",0.097404433941077,"q3",0.9595
"961",0.102538927938795,"q3",0.9605
"962",0.105095613108263,"q3",0.9615
"963",0.107983073101197,"q3",0.9625
"964",0.113259977654394,"q3",0.9635
"965",0.124559983558477,"q3",0.9645
"966",0.125939104122636,"q3",0.9655
"967",0.12640037572298,"q3",0.9665
"968",0.128100109905711,"q3",0.9675
"969",0.12967929780192,"q3",0.9685
"970",0.146192433842899,"q3",0.9695
"971",0.162315788553191,"q3",0.9705
"972",0.162587489704844,"q3",0.9715
"973",0.162964839420904,"q3",0.9725
"974",0.16748148416379,"q3",0.9735
"975",0.167834085518016,"q3",0.9745
"976",0.181437538176571,"q3",0.9755
"977",0.185651049296192,"q3",0.9765
"978",0.197299250202278,"q3",0.9775
"979",0.218053982228024,"q3",0.9785
"980",0.233391373738871,"q3",0.9795
"981",0.234114517110411,"q3",0.9805
"982",0.247657072056761,"q3",0.9815
"983",0.256527197443001,"q3",0.9825
"984",0.271565687953568,"q3",0.9835
"985",0.275540262554262,"q3",0.9845
"986",0.287269728211954,"q3",0.9855
"987",0.2964422671752,"q3",0.9865
"988",0.332300475308498,"q3",0.9875
"989",0.350586052545633,"q3",0.9885
"990",0.355773356100045,"q3",0.9895
"991",0.371047404523708,"q3",0.9905
"992",0.377467647662033,"q3",0.9915
"993",0.386451624172233,"q3",0.9925
"994",0.39636771800669,"q3",0.9935
"995",0.450610791451471,"q3",0.9945
"996",0.605758392068912,"q3",0.9955
"997",0.610050187542505,"q3",0.9965
"998",0.630030445542947,"q3",0.9975
"999",0.666837744578733,"q3",0.9985
"1000",0.861967757876314,"q3",0.9995
"1001",0,"arht",5e-04
"1002",0,"arht",0.0015
"1003",0,"arht",0.0025
"1004",9.99999999995449e-06,"arht",0.0035
"1005",9.99999999995449e-06,"arht",0.0045
"1006",9.99999999995449e-06,"arht",0.0055
"1007",9.99999999995449e-06,"arht",0.0065
"1008",2.000000000002e-05,"arht",0.0075
"1009",2.99999999999745e-05,"arht",0.0085
"1010",5.9999999999949e-05,"arht",0.0095
"1011",7.9999999999969e-05,"arht",0.0105
"1012",0.000129999999999963,"arht",0.0115
"1013",0.000199999999999978,"arht",0.0125
"1014",0.000260000000000038,"arht",0.0135
"1015",0.000260000000000038,"arht",0.0145
"1016",0.000340000000000007,"arht",0.0155
"1017",0.000399999999999956,"arht",0.0165
"1018",0.00046999999999997,"arht",0.0175
"1019",0.000499999999999945,"arht",0.0185
"1020",0.000519999999999965,"arht",0.0195
"1021",0.000560000000000005,"arht",0.0205
"1022",0.000569999999999959,"arht",0.0215
"1023",0.000609999999999999,"arht",0.0225
"1024",0.000609999999999999,"arht",0.0235
"1025",0.000609999999999999,"arht",0.0245
"1026",0.000940000000000052,"arht",0.0255
"1027",0.000940000000000052,"arht",0.0265
"1028",0.000959999999999961,"arht",0.0275
"1029",0.00105,"arht",0.0285
"1030",0.00109000000000004,"arht",0.0295
"1031",0.00117,"arht",0.0305
"1032",0.00117,"arht",0.0315
"1033",0.00124000000000002,"arht",0.0325
"1034",0.00124000000000002,"arht",0.0335
"1035",0.00126999999999999,"arht",0.0345
"1036",0.00127999999999995,"arht",0.0355
"1037",0.00139999999999996,"arht",0.0365
"1038",0.00139999999999996,"arht",0.0375
"1039",0.00141000000000002,"arht",0.0385
"1040",0.00156000000000001,"arht",0.0395
"1041",0.00161999999999995,"arht",0.0405
"1042",0.00161999999999995,"arht",0.0415
"1043",0.00175000000000003,"arht",0.0425
"1044",0.00177000000000005,"arht",0.0435
"1045",0.00177000000000005,"arht",0.0445
"1046",0.00216000000000005,"arht",0.0455
"1047",0.00217000000000001,"arht",0.0465
"1048",0.00222999999999995,"arht",0.0475
"1049",0.00229999999999997,"arht",0.0485
"1050",0.00234999999999996,"arht",0.0495
"1051",0.00244,"arht",0.0505
"1052",0.00251999999999997,"arht",0.0515
"1053",0.00255000000000005,"arht",0.0525
"1054",0.00268000000000002,"arht",0.0535
"1055",0.00280000000000002,"arht",0.0545
"1056",0.00287000000000004,"arht",0.0555
"1057",0.00290999999999997,"arht",0.0565
"1058",0.00292000000000003,"arht",0.0575
"1059",0.00300999999999996,"arht",0.0585
"1060",0.00305999999999995,"arht",0.0595
"1061",0.00309000000000004,"arht",0.0605
"1062",0.00329999999999997,"arht",0.0615
"1063",0.00338000000000005,"arht",0.0625
"1064",0.00344,"arht",0.0635
"1065",0.00351000000000001,"arht",0.0645
"1066",0.00353999999999999,"arht",0.0655
"1067",0.00355000000000005,"arht",0.0665
"1068",0.00370000000000004,"arht",0.0675
"1069",0.00373000000000001,"arht",0.0685
"1070",0.00392000000000003,"arht",0.0695
"1071",0.00400999999999996,"arht",0.0705
"1072",0.00407999999999997,"arht",0.0715
"1073",0.00432999999999995,"arht",0.0725
"1074",0.00439999999999996,"arht",0.0735
"1075",0.00480999999999998,"arht",0.0745
"1076",0.00502999999999998,"arht",0.0755
"1077",0.00521000000000005,"arht",0.0765
"1078",0.00548000000000004,"arht",0.0775
"1079",0.00548000000000004,"arht",0.0785
"1080",0.00556999999999996,"arht",0.0795
"1081",0.00558999999999998,"arht",0.0805
"1082",0.00585999999999998,"arht",0.0815
"1083",0.00612999999999997,"arht",0.0825
"1084",0.00632999999999995,"arht",0.0835
"1085",0.00707000000000002,"arht",0.0845
"1086",0.0071,"arht",0.0855
"1087",0.00717999999999996,"arht",0.0865
"1088",0.00731999999999999,"arht",0.0875
"1089",0.00756000000000001,"arht",0.0885
"1090",0.00765000000000005,"arht",0.0895
"1091",0.00795000000000001,"arht",0.0905
"1092",0.00797999999999999,"arht",0.0915
"1093",0.00810999999999995,"arht",0.0925
"1094",0.00815999999999995,"arht",0.0935
"1095",0.00824000000000003,"arht",0.0945
"1096",0.00876999999999994,"arht",0.0955
"1097",0.00880999999999998,"arht",0.0965
"1098",0.00883,"arht",0.0975
"1099",0.00883,"arht",0.0985
"1100",0.00941999999999998,"arht",0.0995
"1101",0.00954999999999995,"arht",0.1005
"1102",0.00970000000000004,"arht",0.1015
"1103",0.00971,"arht",0.1025
"1104",0.00976999999999995,"arht",0.1035
"1105",0.00978000000000001,"arht",0.1045
"1106",0.00980999999999999,"arht",0.1055
"1107",0.01009,"arht",0.1065
"1108",0.01022,"arht",0.1075
"1109",0.01031,"arht",0.1085
"1110",0.01044,"arht",0.1095
"1111",0.0106000000000001,"arht",0.1105
"1112",0.01083,"arht",0.1115
"1113",0.01136,"arht",0.1125
"1114",0.01147,"arht",0.1135
"1115",0.01157,"arht",0.1145
"1116",0.01169,"arht",0.1155
"1117",0.01174,"arht",0.1165
"1118",0.01185,"arht",0.1175
"1119",0.012,"arht",0.1185
"1120",0.01247,"arht",0.1195
"1121",0.0129,"arht",0.1205
"1122",0.01345,"arht",0.1215
"1123",0.0137699999999999,"arht",0.1225
"1124",0.01394,"arht",0.1235
"1125",0.01396,"arht",0.1245
"1126",0.01414,"arht",0.1255
"1127",0.01427,"arht",0.1265
"1128",0.01471,"arht",0.1275
"1129",0.01487,"arht",0.1285
"1130",0.01502,"arht",0.1295
"1131",0.0162099999999999,"arht",0.1305
"1132",0.01625,"arht",0.1315
"1133",0.0169,"arht",0.1325
"1134",0.0169899999999999,"arht",0.1335
"1135",0.0172099999999999,"arht",0.1345
"1136",0.0172600000000001,"arht",0.1355
"1137",0.0175,"arht",0.1365
"1138",0.01807,"arht",0.1375
"1139",0.01845,"arht",0.1385
"1140",0.01846,"arht",0.1395
"1141",0.01849,"arht",0.1405
"1142",0.0185,"arht",0.1415
"1143",0.01862,"arht",0.1425
"1144",0.01869,"arht",0.1435
"1145",0.01873,"arht",0.1445
"1146",0.01895,"arht",0.1455
"1147",0.01915,"arht",0.1465
"1148",0.01964,"arht",0.1475
"1149",0.02084,"arht",0.1485
"1150",0.02123,"arht",0.1495
"1151",0.02125,"arht",0.1505
"1152",0.02129,"arht",0.1515
"1153",0.0218,"arht",0.1525
"1154",0.02205,"arht",0.1535
"1155",0.0221,"arht",0.1545
"1156",0.02219,"arht",0.1555
"1157",0.02234,"arht",0.1565
"1158",0.02241,"arht",0.1575
"1159",0.02278,"arht",0.1585
"1160",0.02284,"arht",0.1595
"1161",0.0233100000000001,"arht",0.1605
"1162",0.02412,"arht",0.1615
"1163",0.02467,"arht",0.1625
"1164",0.02505,"arht",0.1635
"1165",0.02518,"arht",0.1645
"1166",0.02519,"arht",0.1655
"1167",0.02534,"arht",0.1665
"1168",0.02557,"arht",0.1675
"1169",0.02563,"arht",0.1685
"1170",0.0263099999999999,"arht",0.1695
"1171",0.02667,"arht",0.1705
"1172",0.02674,"arht",0.1715
"1173",0.02738,"arht",0.1725
"1174",0.02741,"arht",0.1735
"1175",0.02754,"arht",0.1745
"1176",0.02839,"arht",0.1755
"1177",0.02846,"arht",0.1765
"1178",0.02862,"arht",0.1775
"1179",0.02867,"arht",0.1785
"1180",0.02883,"arht",0.1795
"1181",0.0290899999999999,"arht",0.1805
"1182",0.0291,"arht",0.1815
"1183",0.02922,"arht",0.1825
"1184",0.02944,"arht",0.1835
"1185",0.02966,"arht",0.1845
"1186",0.03033,"arht",0.1855
"1187",0.03039,"arht",0.1865
"1188",0.0304,"arht",0.1875
"1189",0.03088,"arht",0.1885
"1190",0.0314,"arht",0.1895
"1191",0.03166,"arht",0.1905
"1192",0.03243,"arht",0.1915
"1193",0.03278,"arht",0.1925
"1194",0.03288,"arht",0.1935
"1195",0.03359,"arht",0.1945
"1196",0.03377,"arht",0.1955
"1197",0.03378,"arht",0.1965
"1198",0.034,"arht",0.1975
"1199",0.03405,"arht",0.1985
"1200",0.03422,"arht",0.1995
"1201",0.0346,"arht",0.2005
"1202",0.03539,"arht",0.2015
"1203",0.03564,"arht",0.2025
"1204",0.03593,"arht",0.2035
"1205",0.03604,"arht",0.2045
"1206",0.03616,"arht",0.2055
"1207",0.0363599999999999,"arht",0.2065
"1208",0.03672,"arht",0.2075
"1209",0.03696,"arht",0.2085
"1210",0.0380200000000001,"arht",0.2095
"1211",0.03825,"arht",0.2105
"1212",0.03905,"arht",0.2115
"1213",0.03955,"arht",0.2125
"1214",0.04074,"arht",0.2135
"1215",0.04077,"arht",0.2145
"1216",0.04082,"arht",0.2155
"1217",0.0411,"arht",0.2165
"1218",0.04123,"arht",0.2175
"1219",0.04153,"arht",0.2185
"1220",0.04205,"arht",0.2195
"1221",0.04254,"arht",0.2205
"1222",0.0426800000000001,"arht",0.2215
"1223",0.04316,"arht",0.2225
"1224",0.04371,"arht",0.2235
"1225",0.04477,"arht",0.2245
"1226",0.04482,"arht",0.2255
"1227",0.04487,"arht",0.2265
"1228",0.04508,"arht",0.2275
"1229",0.04513,"arht",0.2285
"1230",0.04595,"arht",0.2295
"1231",0.0468,"arht",0.2305
"1232",0.0472,"arht",0.2315
"1233",0.04758,"arht",0.2325
"1234",0.04882,"arht",0.2335
"1235",0.04943,"arht",0.2345
"1236",0.0495100000000001,"arht",0.2355
"1237",0.05,"arht",0.2365
"1238",0.05032,"arht",0.2375
"1239",0.0507,"arht",0.2385
"1240",0.05113,"arht",0.2395
"1241",0.05116,"arht",0.2405
"1242",0.0516,"arht",0.2415
"1243",0.05247,"arht",0.2425
"1244",0.0525600000000001,"arht",0.2435
"1245",0.0529500000000001,"arht",0.2445
"1246",0.05311,"arht",0.2455
"1247",0.0533400000000001,"arht",0.2465
"1248",0.05349,"arht",0.2475
"1249",0.05359,"arht",0.2485
"1250",0.05391,"arht",0.2495
"1251",0.05409,"arht",0.2505
"1252",0.0541700000000001,"arht",0.2515
"1253",0.05428,"arht",0.2525
"1254",0.05438,"arht",0.2535
"1255",0.05439,"arht",0.2545
"1256",0.05645,"arht",0.2555
"1257",0.05668,"arht",0.2565
"1258",0.05699,"arht",0.2575
"1259",0.05715,"arht",0.2585
"1260",0.05754,"arht",0.2595
"1261",0.05815,"arht",0.2605
"1262",0.05908,"arht",0.2615
"1263",0.05935,"arht",0.2625
"1264",0.05941,"arht",0.2635
"1265",0.05942,"arht",0.2645
"1266",0.0605,"arht",0.2655
"1267",0.0605599999999999,"arht",0.2665
"1268",0.06123,"arht",0.2675
"1269",0.06202,"arht",0.2685
"1270",0.06253,"arht",0.2695
"1271",0.06269,"arht",0.2705
"1272",0.06345,"arht",0.2715
"1273",0.0638,"arht",0.2725
"1274",0.0644400000000001,"arht",0.2735
"1275",0.06513,"arht",0.2745
"1276",0.06519,"arht",0.2755
"1277",0.0653899999999999,"arht",0.2765
"1278",0.06614,"arht",0.2775
